,Copies,Helstrom sim,Fidelity sim
0,1,0.02608770715065113,0.019134377962110184
0,2,0.016310372714969292,0.015229334021870024
0,3,0.009013001887108645,0.00855933190844134
0,4,0.005751054203660452,0.0042522787304187775
0,5,0.0053614209351987374,0.002690934569806078
0,6,0.006615139032772764,0.003103977827923046
0,7,0.008656772407825144,0.00467970058383245
0,8,0.010974822948938418,0.006827275155183261
0,9,0.013293626553780028,0.009176097292087432
0,10,0.015480651822286322,0.011515762886316208
0,11,0.01748363173561483,0.01373838042538809
0,12,0.01929214747711854,0.015796743785462794
0,13,0.02091565168132849,0.017677333970485692
0,14,0.022371571788379646,0.01938403136446234
0,15,0.023679248979072948,0.020928771192918243
0,16,0.024857105623016962,0.022326431690551193
0,17,0.025921520233303384,0.023592193909251095
0,18,0.02688655646097505,0.024740292675785387
0,19,0.027764084167228528,0.025783520889215237
0,20,0.02856405244812161,0.02673312209666937
0,21,0.029294796452922704,0.027598868451522006
0,22,0.02996332481685527,0.028389214995494745
0,23,0.03057556782772531,0.029111474214223193
0,24,0.03113658257775122,0.02977198401860555
0,25,0.03165071845146894,0.030376257911334893
0,26,0.032121748829752134,0.030929114094304034
0,27,0.03255297523962086,0.03143478410280381
0,28,0.03294730959422118,0.03189700316631763
0,29,0.033307339269412393,0.032319084977625284
0,30,0.03363537884465371,0.03270398349257955
0,31,0.03393351151786903,0.033054344095389245
0,32,0.0342036225240391,0.03337254610795166
0,33,0.03444742634406302,0.03366073827274516
0,34,0.034666489066948275,0.0339208685289844
0,35,0.0348622469434107,0.03415470914073105
0,36,0.035036021922074376,0.034363878022408166
0,37,0.035189034773057515,0.03454985693617371
0,38,0.03532241626345735,0.03471400710005881
0,39,0.03543721674380982,0.03485758263901114
0,40,0.03553441442527789,0.034981742227135244
0,41,0.0356149225675048,0.03508755920358225
0,42,0.03567959575177689,0.03517603039273931
0,43,0.0357292353796591,0.0352480838184589
0,44,0.0357645945108328,0.035304585469595896
0,45,0.035786382133432416,0.03534634524816626
0,46,0.03579526694423256,0.035374122210566544
0,47,0.035791880703463036,0.03538862919534742
0,48,0.03577682121899538,0.035390536917178986
0,49,0.035750655006547546,0.03538047759520848
0,50,0.03571391966593663,0.03535904817450176
0,51,0.03566712600793701,0.03532681319127657
0,52,0.035610759961730534,0.03528430732589616
0,53,0.03554528428906954,0.03523203768185164
0,54,0.03547114012798144,0.03517048582405237
0,55,0.035388748386012386,0.035100109605511666
0,56,0.035298511000558454,0.0350213448078604
0,57,0.03520081208170392,0.03493460661794998
0,58,0.03509601895112208,0.03484029096003763
0,59,0.03498448308896608,0.034738775700639817
0,60,0.034866540999236854,0.03463042174102617
0,61,0.03474251500286015,0.03451557401048167
0,62,0.03461271396658524,0.034394562371844545
0,63,0.034477433974841015,0.03426770244940628
0,64,0.034336958950819174,0.03413529638801574
0,65,0.034191561232288614,0.03399763355113234
0,66,0.03404150210698044,0.03385499116461968
0,67,0.033887032311783506,0.03370763491222532
0,68,0.03372839249947544,0.03355581948795469
0,69,0.03356581367625672,0.03339978910990804
0,70,0.033399517612951166,0.033239777999572895
0,71,0.03322971723238916,0.03307601083008101
0,72,0.03305661697517829,0.03290870314649842
0,73,0.032880413145799814,0.03273806176084361
0,74,0.032701294240732044,0.032564285124196846
0,75,0.032519441260098994,0.032387563677978605
0,76,0.032335028004162186,0.03220808018622114
0,77,0.032148221355818164,0.032026010050441006
0,78,0.03195918155013194,0.03184152160853178
0,79,0.03176806243181369,0.031654776418925556
0,80,0.031575011701449156,0.03146592953113356
0,81,0.0313801711512044,0.03127512974364944
0,82,0.031183676890646148,0.031082519850087614
0,83,0.0309856595632565,0.030888236874337522
0,84,0.030786244554160302,0.030692412295433322
0,85,0.03058555218953538,0.030495172262762674
0,86,0.03038369792813086,0.03029663780218196
0,87,0.030180792545282133,0.030096925013546147
0,88,0.029976942309778896,0.029896145260118637
0,89,0.02977224915391286,0.029694405350282567
0,90,0.029566810837008118,0.029491807711940914
0,91,0.029360721102714864,0.029288450559960145
0,92,0.029154069830328384,0.029084428056985953
0,93,0.028946943180379176,0.028879830467935054
0,94,0.028739423734723088,0.028674744308444387
0,95,0.02853159063135093,0.02846925248754305
0,96,0.028323519694121845,0.02826343444479305
0,97,0.028115283557615882,0.028057366282130725
0,98,0.027906951787292737,0.02785112089062911
0,99,0.02769859099513273,0.02764476807238665
0,100,0.027490264950929957,0.027438374657738726
0,101,0.02728203468940107,0.027232004617979463
0,102,0.027073958613263845,0.027025719173768923
0,103,0.026866092592436632,0.026819576899397044
0,104,0.02665849005950225,0.026613633823064614
0,105,0.02645120210157471,0.02640794352333619
0,106,0.02624427754870218,0.0262025572219123
0,107,0.026037763058936014,0.025997523872864723
0,108,0.025831703200188513,0.02579289024846872
0,109,0.025626140529000252,0.025588701021764772
0,110,0.025421115666331217,0.025384998845973932
0,111,0.025216667370489495,0.02518182443088989
0,112,0.025012832607302433,0.024979216616361388
0,113,0.0248096466176359,0.024777212442978307
0,114,0.0246071429823612,0.02457584722006912
0,115,0.024405353684866075,0.024375154591111822
0,116,0.024204309171203763,0.02417516659666005
0,117,0.024004038407969462,0.023975913734878538
0,118,0.023804568937990697,0.02377742501978086
0,119,0.023605926933915722,0.02357972803725838
0,120,0.02340813724978069,0.02338284899898617
0,121,0.023211223470632553,0.023186812794287547
0,122,0.023015207960283134,0.022991643040037004
0,123,0.022820111907265767,0.022797362128676963
0,124,0.022625955369065004,0.02260399127442299
0,125,0.022432757314684797,0.022411550557726194
0,126,0.022240535665620922,0.02222005896806252
0,127,0.02204930733529793,0.02202953444511224
0,128,0.02185908826703147,0.02183999391839354
0,129,0.021669893470573142,0.021651453345410875
0,130,0.02148173705729151,0.02146392774837399
0,131,0.021294632274044246,0.02127743124954565
0,132,0.02110859153579083,0.021091977105270013
0,133,0.020923626456994863,0.020907577738733283
0,134,0.02073974788186434,0.020724244771507114
0,135,0.02055696591347254,0.02054198905391988
0,136,0.020375289941805503,0.020360820694304085
0,137,0.020194728670776412,0.020180749087161796
0,138,0.020015290144246477,0.020001782940290386
0,139,0.01983698177109145,0.019823930300909
0,140,0.01965981034935183,0.019647198580825857
0,141,0.019483782089498743,0.01947159458068029
0,142,0.01930890263685367,0.0192971245132991
0,143,0.019135177093191232,0.01912379402619811
0,144,0.01896261003755861,0.018951608223264173
0,145,0.018791205546340593,0.018780571685647836
0,146,0.018620967212599232,0.018610688491897284
0,147,0.018451898164715926,0.0184419622373628
0,148,0.01828400108436307,0.018274396052899676
0,149,0.01811727822382962,0.01810799262289599
0,150,0.017951731422725905,0.017942754202650898
0,151,0.01778736212409138,0.017778682635129
0,152,0.01762417138992721,0.017615779367113348
0,153,0.017462159916175165,0.01745404546477982
0,154,0.017301328047165034,0.017293481628715947
0,155,0.01714167578954898,0.017134088208403748
0,156,0.016983202825742266,0.016975865216186797
0,157,0.01682590852689,0.01681881234074221
0,158,0.01666979196537565,0.01666292896007401
0,159,0.016514851926889267,0.016508214154046685
0,160,0.016361086922072304,0.01635466671647669
0,161,0.016208495197753275,0.016202285166796896
0,162,0.01605707474779029,0.016051067761310555
0,163,0.015906823323533874,0.015901012504049152
0,164,0.015757738443925483,0.015752117157250074
0,165,0.015609817405243715,0.01560437925146681
0,166,0.015463057290510365,0.01545779609532438
0,167,0.015317454978571104,0.015312364784935358
0,168,0.015173007152859757,0.01516808221298622
0,169,0.01502971030985935,0.015024945077507467
0,170,0.014887560767269806,0.0148829498903381
0,171,0.014746554671893479,0.014742092985296057
0,172,0.014606688007247832,0.014602370526064503
0,173,0.014467956600915483,0.01446377851380451
0,174,0.014330356131640768,0.014326312794503868
0,175,0.014193882136181783,0.014189969066071272
0,176,0.014058530015925726,0.014054742885184286
0,177,0.013924295043277472,0.01392062967390121
0,178,0.013791172367827743,0.013787624726043756
0,179,0.013659157022309042,0.013655723213358964
0,180,0.013528243928347209,0.013524920191468616
0,181,0.01339842790201455,0.013395210605612367
0,182,0.013269703659192977,0.013266589296193428
0,183,0.013142065820751808,0.013139051004131694
0,184,0.013015508917547977,0.013012590376032395
0,185,0.012890027395254635,0.01288720196917643
0,186,0.012765615619022612,0.012762880256337412
0,187,0.012642267877982359,0.01263961963043282
0,188,0.012519978389590427,0.012517414409014098
0,189,0.01239874130382579,0.012396258838600778
0,190,0.012278550707242143,0.01227614709886534
0,191,0.012159400626879589,0.012157073306672204
0,192,0.012041285034041204,0.012039031519976698
0,193,0.011924197847939102,0.011922015741588694
0,194,0.011808132939214067,0.011806019922805342
0,195,0.011693084133332523,0.011691037966916656
0,196,0.011579045213865973,0.011577063732589437
0,197,0.01146600992565585,0.011464091037132529
0,198,0.011353971977867864,0.01135211365964771
0,199,0.011242925046939533,0.011241125344070058
0,200,0.011132862779424605,0.011131119802101613
0,201,0.011023778794736946,0.01102209071604107
0,202,0.010915666687798229,0.01091403174151405
0,203,0.01080852003159179,0.010806936510106249
0,204,0.01070233237962613,0.010700798631903343
0,205,0.010597097268310603,0.0105956116979401
0,206,0.010492808219246516,0.010491369282562063
0,207,0.010389458741436253,0.010388064945702657
0,208,0.010287042333412745,0.010285692235077998
0,209,0.010185552485292529,0.010184244688302865
0,210,0.010084982680754058,0.010083715834929502
0,211,0.00998532639894437,0.009984099198412524
0,212,0.009886577116315826,0.009885388298001665
0,213,0.009788728308395596,0.00978757665056521
0,214,0.009691773451489817,0.009690657772346064
0,215,0.009595706024324482,0.009594625180652544
0,216,0.009500519509625325,0.00949947239548641
0,217,0.009406207395638138,0.009405192941109431
0,218,0.009312763177592142,0.009311780347551346
0,219,0.009220180359107466,0.009219228152060235
0,220,0.009128452453549037,0.009127529900497736
0,221,0.009037572985328403,0.009036679148680655
0,222,0.00894753549115499,0.008946669463670513
0,223,0.008858333521238715,0.008857494425013096
0,224,0.008769960640445182,0.008769147625929164
0,225,0.008682410429405048,0.008681622674458054
0,226,0.008595676485579292,0.008594913194555943
0,227,0.008509752424281213,0.008509012827149592
0,228,0.008424631879657017,0.008423915231147562
0,229,0.008340308505626188,0.008339614084410073
0,230,0.008256775976782605,0.00825610308467853
0,231,0.008174027989258226,0.008173375950466605
0,232,0.008092058261549784,0.008091426421913316
0,233,0.008010860535310436,0.008010248261600125
0,234,0.007930428576106825,0.007929835255332512
0,235,0.007850756174143039,0.007850181212887565
0,236,0.007771837144952332,0.0077712799687285035
0,237,0.007693665330057746,0.007693125382687246
0,238,0.007616234597602465,0.0076157113406159545
0,239,0.007539538842951005,0.0075390317550086405
0,240,0.007463571989262106,0.007463080565593771
0,241,0.007388327988034138,0.007387851739898632
0,242,0.007313800819624079,0.007313339273786657
0,243,0.007239984493740776,0.0072395371919683265
0,244,0.007166873049913237,0.007166439548486521
0,245,0.007094460557934947,0.007094040427177263
0,246,0.007022741118284867,0.007022333942106583
0,247,0.00695170886252572,0.0069513142379840935
0,248,0.006881357953680622,0.006880975490554404
0,249,0.006811682586588414,0.006811311906966683
0,250,0.006742676988238611,0.0067423177261233345
0,251,0.006674335418086471,0.006673987219008383
0,252,0.0066066521683489305,0.006606314688996156
0,253,0.006539621564281955,0.006539294472141042
0,254,0.006473237964439964,0.006472920937448798
0,255,0.006407495760917862,0.006407188487130129
0,256,0.006342389379576269,0.006342091556837024
0,257,0.006277913280250448,0.0062776246158824075
0,258,0.00621406195694361,0.006213782167443814
0,259,0.006150829938004875,0.0061505587487513565
0,260,0.0060882117862926235,0.006087948931260734
0,261,0.00602620209932355,0.006025947320811613
0,262,0.005964795509408001,0.005964548557771988
0,263,0.005903986683772046,0.005903747317168941
0,264,0.005843770324666612,0.005843538308806189
0,265,0.005784141169464232,0.005783916277368954
0,266,0.005725093990743813,0.0057248760025165645
0,267,0.005666623596363798,0.005666412298963214
0,268,0.005608724829524084,0.005608520016547178
0,269,0.005551392568817128,0.005551194040289006
0,270,0.005494621728268636,0.005494429290439041
0,271,0.005438407257368113,0.0054382207225145765
0,272,0.005382744141089705,0.005382563327327078
0,273,0.005327627399903576,0.005327452130999719
0,274,0.005273052089778278,0.005272882194975732
0,275,0.005219013302174309,0.00521884861601771
0,276,0.005165506164029261,0.005165346526198325
0,277,0.0051125258377347545,0.005112371092882655
0,278,0.005060067521105629,0.005059917518702563
0,279,0.005008126447341446,0.005007981041523243
0,280,0.004956697884980712,0.004956556934402302
0,281,0.004905777137848188,0.004905640505541766
0,282,0.004855359544995223,0.004855227098232963
0,283,0.004805440480633761,0.004805312090794931
0,284,0.004756015354063942,0.004755890896506259
0,285,0.004707079609595706,0.004706958963530808
0,286,0.0046586287264646035,0.004658511774837496
0,287,0.004610658218741973,0.004610544848114316
0,288,0.00456316363523977,0.00456305373567689
0,289,0.004516140559410257,0.004516034024371749
0,290,0.0044695846092406765,0.004469481335474485
0,291,0.004423491437143226,0.00442339132458309
0,292,0.004377856729840395,0.004377759681506556
0,293,0.004332676208245995,0.00433258213014904
0,294,0.004287945627341918,0.004287854428389682
0,295,0.004243660776050929,0.004243572367958336
0,296,0.0041998174771055346,0.004199731774307287
0,297,0.004156411586913208,0.0041563285064792534
0,298,0.004113438995418093,0.004113358456971736
0,299,0.004070895625959233,0.00407081755159784
0,300,0.004028777435125748,0.004028701749343968
